index,noisy_label,is_noisy,real_label,mistakes,label_pred,preds
69,2,True,1,5,1,1|1|5|1|5
70,1,True,3,5,9,0|9|9|9|9
71,1,False,1,2,1,1|1|1|5|3
72,6,False,6,1,6,6|6|6|6|0
73,3,False,3,2,3,3|3|3|8|8
74,2,True,1,5,1,1|1|1|5|3
75,4,False,4,3,8,4|4|8|8|8
76,4,False,4,2,4,4|4|4|7|8
77,6,False,6,1,6,6|6|6|6|2
78,2,True,1,5,1,1|1|7|8|5
79,9,False,9,1,9,9|9|0|9|9
80,1,False,1,2,1,1|1|1|5|8
81,1,True,3,4,-1,3|3|5|5|1
82,7,True,5,5,5,5|5|5|5|5
83,1,True,7,5,7,7|7|7|8|8
84,9,False,9,2,9,9|9|9|0|0
85,7,False,7,3,7,7|7|8|3|5
86,1,False,1,2,1,1|1|8|1|3
87,7,False,7,2,7,7|7|5|5|7
88,9,False,9,2,9,9|9|9|5|0
89,6,True,9,4,9,9|9|9|6|9
90,9,False,9,2,9,9|9|0|9|8
91,3,False,3,1,3,3|3|8|3|3
92,2,False,2,1,2,2|2|8|2|2
93,9,False,9,3,9,9|9|7|3|6
94,1,True,3,5,3,3|3|3|3|5
95,6,False,6,1,6,6|6|8|6|6
96,4,False,4,3,-1,4|4|0|8|8
97,1,False,1,2,1,1|1|5|1|8
98,1,False,1,2,1,1|1|5|1|7
99,8,False,8,2,8,8|8|6|3|8
100,0,True,8,4,8,8|8|0|8|8
101,0,False,0,3,0,0|0|5|8|2
102,1,False,1,3,1,1|1|5|3|7
103,1,False,1,2,1,1|1|1|3|5
104,6,False,6,2,6,6|6|8|6|8
105,8,False,8,0,8,8|8|8|8|8
106,1,False,1,3,-1,1|1|8|3|8
107,9,False,9,2,9,9|9|3|8|9
108,7,False,7,2,7,7|7|7|5|3
109,8,False,8,1,8,8|8|8|4|8
110,8,False,8,1,8,8|8|5|8|8
111,9,False,9,3,-1,9|9|5|5|8
112,6,False,6,3,-1,6|6|8|8|4
113,6,False,6,5,1,1|3|8|1|1
114,1,True,3,5,3,3|3|3|8|8
115,1,False,1,2,1,1|1|1|5|5
116,2,True,5,5,5,5|5|5|5|5
117,4,False,4,2,4,4|4|8|6|4
118,4,True,6,3,-1,4|4|8|8|6
119,7,False,7,3,-1,7|7|5|8|5
120,2,True,5,5,5,5|5|5|1|5
121,5,False,5,0,5,5|5|5|5|5
122,9,False,9,3,-1,9|9|6|5|6
123,2,False,2,3,-1,2|2|8|8|0
124,3,True,2,5,8,2|2|8|8|8
125,2,False,2,2,2,2|2|2|5|8
126,7,False,7,1,7,7|7|7|7|3
127,6,False,6,3,6,0|6|8|6|3
128,4,False,4,3,-1,4|4|8|8|6
129,1,False,1,2,1,1|1|1|5|8
130,8,False,8,0,8,8|8|8|8|8
131,7,False,7,2,7,7|7|1|3|7
132,7,False,7,2,7,7|7|5|7|5
133,5,False,5,0,5,5|5|5|5|5
134,4,False,4,2,4,4|4|8|6|4
135,2,False,2,2,2,2|2|2|8|8
136,1,True,9,5,9,9|9|9|0|8
137,1,False,1,3,-1,1|1|8|5|8
138,3,True,7,4,7,7|7|5|7|3
139,4,False,4,1,4,4|4|8|4|4
140,6,False,6,1,6,6|6|8|6|6
141,9,False,9,2,9,9|9|9|0|8
142,5,True,7,5,7,7|7|9|7|8
143,1,False,1,1,1,1|1|1|8|1
144,8,False,8,2,8,8|8|6|8|0
145,7,False,7,2,7,7|7|7|8|5
146,2,True,1,5,1,1|1|1|5|5
147,2,False,2,3,8,2|2|8|8|8
148,8,False,8,1,8,8|8|2|8|8
149,0,False,0,2,0,0|0|0|3|5
150,9,False,9,1,9,9|9|9|9|6
151,2,True,1,5,1,1|1|1|8|8
152,8,False,8,2,8,8|8|0|8|2
153,7,False,7,2,7,7|7|5|7|8
154,4,True,0,5,0,0|0|8|0|8
155,5,False,5,2,5,5|5|1|5|1
156,8,False,8,0,8,8|8|8|8|8
157,4,True,6,5,6,6|6|8|6|8
158,7,False,7,2,7,7|7|7|5|5
159,2,False,2,3,-1,2|2|8|6|8
160,0,False,0,2,0,0|0|3|0|8
161,8,False,8,1,8,8|8|8|0|8
162,7,False,7,2,7,7|7|8|3|7
163,2,True,1,5,1,1|1|5|3|8
164,6,False,6,2,6,0|6|6|0|6
165,2,False,2,3,-1,2|2|0|8|8
166,1,False,1,3,1,1|1|6|8|7
167,6,True,9,5,9,9|9|1|5|0
168,6,False,6,3,-1,0|0|6|8|6
169,5,True,0,5,4,4|4|4|8|8
170,1,False,1,2,1,1|1|1|5|5
171,0,False,0,1,0,0|0|0|0|8
172,5,False,5,0,5,5|5|5|5|5
173,5,False,5,0,5,5|5|5|5|5
174,1,False,1,3,-1,1|1|7|8|7
175,5,True,7,5,7,7|7|1|3|8
176,4,True,0,5,0,0|0|9|0|0
177,5,False,5,0,5,5|5|5|5|5
178,8,False,8,1,8,8|8|4|8|8
179,4,False,4,2,4,4|4|8|8|4
180,0,False,0,3,-1,0|0|9|3|9
181,4,False,4,3,8,4|4|8|8|8
182,0,False,0,3,-1,0|0|7|8|8
183,6,False,6,3,8,6|6|8|8|8
184,6,False,6,1,6,6|6|6|8|6
185,4,False,4,3,-1,4|4|8|8|0
186,4,True,0,5,0,0|0|5|3|8
187,0,False,0,2,0,0|0|0|8|6
188,4,False,4,3,8,4|4|8|8|8
189,7,False,7,2,7,7|7|8|8|7
190,3,False,3,2,3,3|3|3|5|8
191,0,False,0,2,0,0|0|8|8|0
192,5,False,5,1,5,5|5|5|8|5
193,8,False,8,0,8,8|8|8|8|8
194,4,False,4,3,4,4|4|6|1|8
195,1,False,1,3,-1,1|1|7|7|5
196,1,False,1,2,1,1|1|1|3|5
197,2,False,2,2,2,2|2|8|2|6
198,1,True,9,5,9,9|9|9|5|8
199,2,False,2,2,2,2|2|6|8|2
200,8,False,8,2,8,8|8|8|1|1
201,5,False,5,0,5,5|5|5|5|5
202,5,True,0,4,0,0|0|7|5|6
203,6,False,6,2,6,6|6|2|6|8
204,3,False,3,3,-1,3|3|8|6|8
205,4,False,4,2,4,4|4|4|0|6
206,6,False,6,1,6,6|6|9|6|6
207,4,True,0,5,-1,0|0|8|9|8
208,9,False,9,1,9,9|9|9|6|9
209,1,False,1,3,-1,1|1|7|5|5
210,7,False,7,3,-1,7|7|1|5|5
211,3,False,3,3,-1,3|3|8|8|0
212,0,True,8,5,8,8|8|8|8|8
213,5,False,5,0,5,5|5|5|5|5
214,8,False,8,0,8,8|8|8|8|8
215,3,False,3,3,3,3|4|8|7|3
216,8,False,8,0,8,8|8|8|8|8
217,2,True,5,5,5,5|5|5|0|0
218,7,True,2,5,-1,2|2|8|5|8
219,0,False,0,1,0,0|0|9|0|0
220,8,False,8,0,8,8|8|8|8|8
221,7,False,7,2,7,7|7|7|8|6
222,0,False,0,3,-1,0|0|3|8|8
223,3,False,3,2,3,3|3|3|5|5
224,2,True,5,5,5,5|5|5|5|5
225,4,True,0,5,0,0|0|9|8|0
226,6,False,6,2,6,0|0|6|6|6
227,5,False,5,0,5,5|5|5|5|5
228,2,False,2,2,2,2|2|2|8|8
229,7,False,7,1,7,7|7|7|3|7
230,5,False,5,1,5,5|5|5|5|8
231,2,False,2,3,8,2|2|8|8|8
232,6,False,6,4,0,0|0|0|7|6
233,8,False,8,2,8,8|8|8|6|6
234,2,False,2,2,2,2|2|2|8|8
235,6,False,6,1,6,6|6|6|6|8
236,8,False,8,1,8,8|8|2|8|8
237,0,False,0,3,-1,0|0|8|8|9
238,4,False,4,3,4,4|4|8|6|0
239,4,False,4,2,4,4|4|8|4|8
240,4,False,4,3,8,4|4|8|8|8
241,4,False,4,1,4,4|4|4|4|6
242,8,True,4,4,4,4|4|8|6|4
243,2,True,1,5,1,1|1|8|1|8
244,3,True,5,4,5,5|5|3|5|5
245,1,True,6,5,-1,0|0|8|9|8
246,5,False,5,1,5,5|5|5|5|0
247,3,False,3,2,3,3|3|5|3|5
248,3,False,3,1,3,3|3|3|3|1
249,1,True,7,5,7,7|7|7|8|8
250,3,False,3,3,-1,3|3|5|7|5
251,3,False,3,1,3,3|3|8|3|3
252,6,False,6,2,6,6|6|6|0|8
253,2,False,2,2,2,2|2|2|8|0
254,8,False,8,0,8,8|8|8|8|8
255,4,False,4,1,4,4|4|4|8|4
256,6,False,6,5,0,0|0|0|8|8
257,5,False,5,2,5,5|5|1|5|3
258,9,False,9,2,9,9|9|9|8|3
259,3,False,3,2,3,3|3|3|8|1
260,2,False,2,3,8,2|2|8|8|8
261,3,False,3,3,8,3|3|8|8|8
262,2,False,2,2,2,2|2|2|8|8
263,4,False,4,2,4,4|4|4|8|8
264,4,False,4,2,4,4|4|4|8|6
265,8,False,8,0,8,8|8|8|8|8
266,2,False,2,3,8,2|2|8|8|8
267,5,False,5,0,5,5|5|5|5|5
268,3,False,3,3,-1,3|3|8|8|0
269,0,False,0,3,-1,0|0|8|8|6
270,7,False,7,1,7,7|7|7|7|3
271,1,True,2,5,2,2|2|2|8|8
272,4,True,0,5,0,0|0|0|9|0
273,2,False,2,3,8,2|2|8|8|8
274,5,False,5,0,5,5|5|5|5|5
275,1,True,7,5,7,7|7|7|8|7
276,3,True,2,5,2,2|2|8|2|8
277,3,False,3,2,3,3|3|5|3|8
278,1,False,1,2,1,1|1|1|5|3
279,7,False,7,2,7,7|7|1|3|7
280,6,False,6,3,-1,6|6|2|5|5
281,2,False,2,2,2,2|2|2|8|8
282,9,False,9,3,-1,9|9|0|7|0
283,1,False,1,3,5,1|1|5|5|5
284,9,False,9,3,-1,9|9|0|0|6
285,2,True,1,5,5,1|1|5|5|5
286,1,False,1,2,1,1|1|1|3|8
287,2,True,8,5,-1,8|8|3|4|4
288,7,False,7,1,7,7|7|7|7|5
289,8,False,8,1,8,8|8|8|8|6
290,4,False,4,3,-1,4|4|2|2|8
291,2,False,2,1,2,2|2|0|2|2
292,6,False,6,3,6,6|6|5|7|0
293,6,False,6,1,6,6|6|0|6|6
294,7,False,7,2,7,7|7|7|3|3
295,9,False,9,3,9,9|9|0|3|5
296,8,True,4,4,4,4|4|4|8|7
297,6,False,6,4,2,2|2|6|8|2
298,1,False,1,2,1,1|1|5|5|1
299,9,False,9,1,9,9|9|9|8|9
300,5,False,5,0,5,5|5|5|5|5
301,6,False,6,2,6,6|6|6|8|8
302,0,False,0,1,0,0|0|0|8|0
303,5,False,5,1,5,5|5|5|5|0
304,5,True,0,4,0,0|0|5|0|8
305,1,False,1,1,1,1|1|5|1|1
306,6,False,6,2,6,6|6|8|6|8
307,1,False,1,1,1,1|1|1|1|5
308,1,False,1,3,-1,1|1|5|5|3
309,6,False,6,3,8,6|6|8|8|8
310,1,True,7,5,7,7|7|5|7|7
311,4,False,4,2,4,4|4|8|8|4
312,8,True,4,4,4,4|4|4|8|0
313,8,False,8,1,8,8|8|8|8|1
314,6,False,6,3,8,6|6|8|8|8
315,8,True,4,4,4,4|4|4|8|4
316,6,False,6,5,8,0|2|8|8|8
317,9,False,9,1,9,9|9|9|9|0
318,3,False,3,2,3,3|3|3|1|8
319,7,False,7,2,7,7|7|7|5|1
320,5,False,5,1,5,5|5|5|5|1
321,1,True,0,5,0,0|0|0|8|9
322,8,False,8,0,8,8|8|8|8|8
323,3,False,3,3,-1,3|3|5|9|5
324,4,False,4,3,8,4|4|8|8|8
325,0,False,0,2,0,0|0|0|5|8
326,3,False,3,2,3,3|3|8|3|4
327,8,True,3,4,3,3|3|8|5|7
328,2,False,2,2,2,2|2|6|2|8
329,5,True,0,5,0,0|0|0|8|9
330,1,False,1,3,-1,1|1|5|8|5
331,0,False,0,1,0,0|0|9|0|0
332,3,False,3,3,3,3|3|7|5|8
333,8,False,8,1,8,8|8|8|5|8
334,3,False,3,2,3,3|3|8|3|8
335,9,False,9,3,-1,9|9|0|0|8
336,1,False,1,2,1,1|1|8|1|5
337,6,True,9,5,-1,9|9|0|8|8
338,0,False,0,3,-1,0|0|9|9|8
339,4,False,4,4,0,3|4|2|0|0
340,7,False,7,2,7,7|7|5|5|7
341,7,False,7,2,7,7|7|7|5|0
342,8,False,8,0,8,8|8|8|8|8
343,5,False,5,0,5,5|5|5|5|5
344,4,True,6,5,6,6|6|8|6|8
345,5,False,5,2,5,5|5|5|0|0
346,6,False,6,1,6,6|6|6|8|6
347,2,True,8,5,8,4|4|8|8|8
348,2,False,2,1,2,2|2|2|8|2
349,5,False,5,0,5,5|5|5|5|5
350,2,False,2,5,4,4|4|4|4|8
351,3,False,3,3,-1,3|3|8|8|5
352,2,True,1,5,-1,1|1|7|5|7
353,6,False,6,3,6,6|0|6|1|8
354,0,False,0,2,0,0|0|5|5|0
355,7,False,7,2,7,7|7|7|5|3
356,0,True,8,5,8,8|8|8|8|8
357,7,False,7,2,7,7|7|5|7|1
358,8,False,8,1,8,8|8|8|6|8
359,1,False,1,3,-1,1|1|5|8|5
360,9,False,9,3,5,9|9|5|5|5
361,6,False,6,3,8,6|6|8|8|8
362,4,False,4,2,4,4|4|4|8|8
363,7,True,5,5,5,5|5|5|5|5
364,7,False,7,3,7,7|7|0|5|8
365,1,False,1,2,1,1|1|5|1|3
366,7,False,7,3,7,7|7|5|8|1
367,6,False,6,5,0,0|0|0|0|3
368,6,False,6,3,8,6|6|8|8|8
369,7,False,7,1,7,7|7|7|7|5
370,1,True,3,5,-1,3|3|8|5|8
371,5,False,5,0,5,5|5|5|5|5
372,8,False,8,1,8,8|8|8|8|6
373,7,False,7,2,7,7|7|5|5|7
374,1,True,3,5,3,3|3|3|8|8
375,3,False,3,1,3,3|3|3|3|8
376,9,False,9,2,9,9|9|0|9|5
377,4,True,0,5,0,0|0|0|0|6
378,3,False,3,3,8,3|3|8|8|8
379,1,False,1,3,1,1|1|5|7|3
380,6,False,6,5,0,0|0|0|0|5
381,4,False,4,3,8,4|4|8|8|8
382,7,False,7,3,3,7|7|3|3|3
383,0,False,0,1,0,0|0|0|0|3
384,2,True,5,5,5,5|5|1|5|0
385,2,True,1,5,1,1|1|8|7|1
386,5,False,5,2,5,5|5|5|8|3
387,4,False,4,0,4,4|4|4|4|4
388,4,False,4,1,4,4|4|6|4|4
389,5,False,5,1,5,5|5|5|1|5
390,9,False,9,3,9,9|9|5|3|7
391,1,False,1,2,1,1|1|1|5|8
392,0,False,0,2,0,0|0|8|0|6
393,5,False,5,0,5,5|5|5|5|5
394,8,False,8,0,8,8|8|8|8|8
395,3,False,3,3,3,3|3|8|6|0
396,4,False,4,3,8,4|4|8|8|8
397,4,False,4,3,8,4|4|8|8|8
398,2,False,2,2,2,2|2|8|2|8
399,4,False,4,2,4,4|4|4|6|6
400,0,True,2,3,-1,2|2|0|0|8
401,2,True,5,5,5,5|5|5|5|5
402,6,False,6,4,5,6|4|5|5|5
403,7,False,7,2,7,7|7|7|5|5
404,2,False,2,2,2,2|2|0|2|0
405,2,False,2,3,2,2|2|8|4|6
406,2,True,5,5,5,5|5|5|5|3
407,3,False,3,2,3,3|3|5|3|8
408,8,False,8,1,8,8|8|8|6|8
409,0,True,8,5,8,8|8|8|8|8
410,6,False,6,1,6,6|6|6|8|6
411,8,False,8,1,8,8|8|6|8|8
412,4,False,4,2,4,4|4|4|6|8
413,4,False,4,3,-1,4|2|4|8|8
414,1,False,1,3,-1,1|1|5|5|3
415,4,True,0,5,0,0|0|9|8|0
416,6,True,2,4,-1,4|4|8|6|8
417,1,True,7,4,5,7|5|1|8|5
418,1,False,1,3,1,1|1|8|5|3
419,2,True,1,5,1,1|1|1|8|5
420,8,False,8,2,8,8|8|6|6|8
421,8,False,8,2,8,8|8|8|0|0
422,2,False,2,5,-1,0|0|8|8|5
423,7,False,7,1,7,7|7|7|7|3
424,9,False,9,2,9,9|9|0|9|8
425,7,False,7,2,7,7|7|7|5|5
426,4,False,4,3,8,4|4|8|8|8
427,1,False,1,2,1,1|1|1|5|5
428,2,False,2,2,2,2|2|8|2|8
429,5,True,0,5,0,0|0|6|0|6
430,8,False,8,1,8,8|8|8|8|4
431,9,False,9,2,9,9|9|9|8|7
432,1,False,1,3,-1,1|1|5|3|3
433,4,False,4,5,3,3|3|3|8|8
434,9,False,9,1,9,9|9|9|6|9
435,5,False,5,0,5,5|5|5|5|5
436,6,False,6,0,6,6|6|6|6|6
437,7,False,7,2,7,7|7|1|7|1
438,0,False,0,3,-1,0|0|8|8|5
439,1,True,3,3,-1,3|3|8|1|1
440,2,False,2,1,2,2|2|2|7|2
441,0,False,0,3,9,0|0|9|9|9
442,4,False,4,3,-1,4|4|8|8|6
443,2,True,1,5,-1,1|1|5|3|5
444,0,False,0,2,0,0|0|0|7|7
445,0,False,0,2,0,0|0|0|8|7
446,8,False,8,1,8,8|8|8|6|8
447,1,True,7,5,7,7|7|5|8|3
448,4,True,0,5,0,0|0|0|0|8
449,2,False,2,2,2,2|2|2|6|8
450,9,False,9,3,-1,9|9|0|0|5
451,9,False,9,1,9,9|9|9|9|8
452,2,True,1,5,-1,1|1|5|5|3
453,3,False,3,1,3,3|3|3|3|5
454,8,False,8,1,8,8|8|8|8|5
455,3,False,3,2,3,3|3|5|3|5
456,1,False,1,3,-1,1|1|5|8|5
457,4,False,4,1,4,4|4|4|4|8
458,8,False,8,1,8,8|8|8|3|8
459,2,True,5,5,5,5|5|5|5|5
460,2,True,1,5,8,1|1|8|8|8
461,2,True,8,5,8,8|8|8|6|8
462,2,False,2,3,-1,2|2|0|8|8
463,4,False,4,3,4,4|4|7|8|6
464,4,False,4,2,4,4|4|6|4|6
465,1,True,9,5,9,9|9|9|8|3
466,5,False,5,1,5,5|5|3|5|5
467,5,False,5,1,5,5|5|3|5|5
468,4,False,4,3,4,4|4|6|8|0
469,6,True,5,4,5,5|5|5|5|6
470,6,False,6,3,6,6|6|5|3|0
471,3,False,3,2,3,3|3|3|5|5
472,7,False,7,1,7,7|7|7|7|8
473,4,False,4,3,-1,4|4|8|6|6
474,9,False,9,3,9,9|9|8|7|3
475,5,False,5,0,5,5|5|5|5|5
476,8,False,8,1,8,8|8|8|6|8
477,9,False,9,2,9,9|9|9|8|0
478,1,True,3,4,3,3|3|5|3|1
479,1,True,9,5,9,9|9|9|5|0
480,6,False,6,2,6,6|6|8|6|2
481,4,False,4,3,8,4|4|8|8|8
482,7,False,7,1,7,7|7|7|7|5
483,2,False,2,2,2,2|2|2|8|8
484,2,False,2,1,2,2|2|2|1|2
485,6,False,6,2,6,2|6|2|6|6
486,4,False,4,2,4,4|4|4|8|8
487,8,False,8,2,8,8|8|6|8|4
488,3,False,3,2,3,3|3|3|8|8
489,0,False,0,2,0,0|0|5|8|0
490,2,False,2,3,8,2|2|8|8|8
491,2,True,8,5,8,8|8|8|5|5
492,9,False,9,1,9,9|9|9|0|9
493,4,True,0,5,0,0|0|8|8|0
494,2,True,8,5,-1,8|8|0|9|0
495,6,False,6,5,8,0|0|8|8|8
496,3,False,3,3,-1,3|3|5|8|8
497,9,False,9,2,9,9|9|0|9|0
498,1,False,1,3,-1,1|1|8|8|5
499,6,False,6,2,6,6|6|8|6|8
500,3,False,3,4,8,3|4|8|8|8
501,2,False,2,5,6,6|6|6|8|8
502,6,False,6,4,-1,4|4|8|6|8
503,1,False,1,2,1,1|1|1|8|3
504,0,False,0,3,0,0|0|8|7|5
505,2,False,2,3,2,2|2|0|6|3
506,6,False,6,3,-1,6|6|8|0|0
507,2,False,2,3,8,2|2|8|8|8
508,1,True,3,4,3,3|3|8|4|1
509,3,False,3,3,-1,3|3|7|8|8
510,9,False,9,4,-1,9|7|0|6|8
511,1,False,1,3,-1,1|1|8|8|3
512,7,False,7,2,7,7|7|3|5|7
513,6,True,9,5,0,9|9|0|0|0
514,1,False,1,2,1,1|1|1|8|8
515,1,False,1,2,1,1|1|1|5|5
516,0,False,0,2,0,0|0|8|0|3
517,1,False,1,2,1,1|1|1|5|3
518,3,True,7,4,7,7|7|7|5|3
519,0,False,0,1,0,0|0|8|0|0
520,6,True,8,5,8,8|8|5|5|8
521,5,False,5,0,5,5|5|5|5|5
522,0,False,0,2,0,0|0|8|0|8
523,6,False,6,2,6,6|6|8|6|8
524,0,False,0,2,0,0|0|9|0|9
525,1,False,1,1,1,1|1|1|3|1
526,6,False,6,5,-1,0|0|8|9|8
527,6,False,6,5,3,3|3|8|8|3
528,8,False,8,2,8,8|8|5|5|8
529,7,False,7,2,7,7|7|7|5|5
530,0,False,0,5,8,6|6|8|8|8
531,9,False,9,2,9,9|9|9|0|0
532,9,False,9,1,9,9|9|9|9|3
533,9,False,9,2,9,9|9|0|9|0
534,7,False,7,3,-1,7|7|5|8|8
535,4,False,4,1,4,4|4|4|4|8
536,3,False,3,3,3,3|3|8|6|4
537,6,True,9,5,-1,9|9|8|0|8
538,5,False,5,0,5,5|5|5|5|5
539,9,False,9,2,9,9|9|0|9|8
540,1,False,1,3,-1,1|1|5|3|5
541,8,True,4,2,8,4|4|8|8|8
542,1,False,1,3,5,1|1|5|5|5
543,6,False,6,2,6,6|6|6|2|8
544,2,False,2,2,2,2|2|2|8|8
545,1,True,2,5,4,4|4|4|4|8
546,2,False,2,1,2,2|2|2|2|8
547,7,False,7,3,-1,7|7|5|3|5
548,7,False,7,2,7,7|7|7|8|8
549,4,True,6,5,0,0|0|0|5|0
550,4,True,3,5,8,6|6|8|8|8
551,7,False,7,3,-1,7|7|8|3|3
552,5,False,5,2,5,5|5|1|5|1
553,8,False,8,0,8,8|8|8|8|8
554,6,False,6,1,6,6|6|6|0|6
555,4,False,4,3,-1,4|4|8|8|6
556,8,False,8,0,8,8|8|8|8|8
557,8,True,4,4,4,4|4|4|4|8
558,7,False,7,2,7,7|7|5|3|7
559,8,False,8,0,8,8|8|8|8|8
560,6,False,6,3,8,6|6|8|8|8
561,2,True,5,5,5,5|5|5|1|5
562,9,False,9,2,9,9|9|9|0|3
563,9,False,9,2,9,9|9|6|9|8
564,4,True,0,5,-1,0|0|8|8|9
565,4,True,0,5,0,0|0|8|0|8
566,2,False,2,2,2,2|2|2|8|8
567,4,False,4,3,8,4|4|8|8|8
568,3,False,3,2,3,3|3|8|8|3
569,7,False,7,3,7,7|7|3|1|5
570,9,False,9,2,9,9|9|9|8|8
571,1,True,3,5,-1,3|3|8|8|6
572,2,True,1,5,1,1|1|1|0|8
573,9,False,9,2,9,9|9|0|8|9
574,2,False,2,2,2,2|2|8|2|8
575,7,False,7,3,7,7|7|0|9|8
576,5,False,5,0,5,5|5|5|5|5
577,5,False,5,1,5,5|5|8|5|5
578,8,True,4,2,8,4|4|8|8|8
579,8,False,8,0,8,8|8|8|8|8
580,2,False,2,2,2,2|2|2|8|8
581,7,False,7,3,-1,7|7|5|5|3
582,8,False,8,1,8,8|8|4|8|8
583,1,False,1,3,1,1|1|7|8|5
584,2,False,2,2,2,2|2|2|8|8
585,6,False,6,2,6,6|6|8|6|8
586,4,True,6,4,-1,6|6|4|8|8
587,8,False,8,1,8,8|8|8|5|8
588,1,False,1,2,1,1|1|1|8|5
589,9,False,9,1,9,9|9|9|9|8
590,4,True,6,5,6,6|6|6|8|8
591,0,False,0,2,0,0|0|0|8|5
592,0,False,0,1,0,0|0|0|0|8
593,5,False,5,0,5,5|5|5|5|5
594,9,False,9,2,9,9|9|9|8|6
595,3,False,3,5,-1,0|0|9|9|8
596,3,False,3,2,3,3|3|8|3|5
597,7,False,7,2,7,7|7|7|3|3
598,6,False,6,4,0,0|0|0|0|6
599,1,False,1,2,1,1|1|1|5|5
600,0,False,0,1,0,0|0|5|0|0
601,0,False,0,3,8,0|0|8|8|8
602,6,False,6,2,6,6|6|0|6|8
603,6,True,4,5,4,4|2|4|3|4
604,7,False,7,2,7,7|7|7|8|3
605,5,False,5,2,5,5|5|5|0|6
606,9,False,9,2,9,9|9|0|9|0
607,7,False,7,2,7,7|7|8|7|8
608,9,False,9,2,9,9|9|0|9|0
609,1,True,3,5,-1,4|4|8|6|8
610,0,True,8,4,8,8|8|8|0|6
611,8,False,8,1,8,8|8|8|6|8
612,8,True,4,3,-1,2|2|6|8|8
613,8,False,8,1,8,8|8|8|4|8
614,3,True,5,5,5,5|5|5|5|5
615,4,False,4,3,8,4|4|8|8|8
616,3,True,2,5,8,2|2|8|8|8
617,2,False,2,1,2,2|2|2|8|2
618,7,False,7,2,7,7|7|5|7|5
619,1,True,7,5,7,7|7|7|5|7
620,5,False,5,1,5,5|5|3|5|5
621,8,False,8,1,8,8|8|0|8|8
622,8,True,4,2,8,4|4|8|8|8
623,6,False,6,5,4,4|4|4|8|8
624,4,True,9,5,-1,9|9|8|0|0
625,8,True,4,5,4,4|4|4|9|2
626,3,False,3,2,3,3|3|3|8|7
627,7,False,7,3,-1,7|7|5|3|3
628,8,False,8,2,8,8|8|5|8|5
